"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","sale.date.d","gross.sqft","land.sqft"
"1153",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3512,9,NA,"B3","416 TURNEUR AVENUE"," ",10473,"2","                  -  ","2","6,387","1,672",1950,1,"B3"," $565,000 ","11/4/2016",565000,2016-11-04,1672,6387
"1154",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3512,92,NA,"B1","433B ZEREGA AVE","B1",10473,"2","                  -  ","2","1,844","1,848",2003,1,"B1"," $550,000 ","7/11/2016",550000,2016-07-11,1848,1844
"1155",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3528,9,NA,"B3","506 WHITE PLAINS ROAD"," ",10473,"2","                  -  ","2","3,000","1,245",1930,1,"B3"," $399,000 ","12/12/2016",399000,2016-12-12,1245,3000
"1156",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3531,108,NA,"B2","2071 LACOMBE AVENUE"," ",10473,"2","                  -  ","2","2,800","1,920",1987,1,"B2"," $460,000 ","6/22/2016",460000,2016-06-22,1920,2800
"1157",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3531,147,NA,"B2","512 PUGSLEY AVENUE"," ",10473,"2","                  -  ","2","1,840","2,325",1987,1,"B2"," $470,000 ","8/16/2016",470000,2016-08-16,2325,1840
"1159",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3575,4,NA,"B3","2269 CINCINNATUS AVENUE"," ",10473,"2","                  -  ","2","1,925","1,330",1935,1,"B3"," $224,000 ","6/13/2016",224000,2016-06-13,1330,1925
"1160",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3575,23,NA,"B1","2219 CINCINNATUS AVENUE"," ",10473,"2","                  -  ","2","2,842","2,810",1960,1,"B1"," $351,100 ","9/29/2016",351100,2016-09-29,2810,2842
"1161",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3611,59,NA,"B2","2156 VIRGIL PLACE"," ",10473,"2","                  -  ","2","2,040","1,944",1960,1,"B2"," $380,000 ","4/25/2016",380000,2016-04-25,1944,2040
"1162",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3614,51,NA,"B3","2246 VIRGIL PLACE"," ",10473,"2","                  -  ","2","2,250","1,674",1915,1,"B3"," $405,000 ","11/2/2016",405000,2016-11-02,1674,2250
"1163",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3614,52,NA,"B2","2256 VIRGIL PLACE"," ",10473,"2","                  -  ","2","2,408","1,620",1965,1,"B2"," $360,000 ","10/28/2016",360000,2016-10-28,1620,2408
"1164",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3679,70,NA,"B3","2019 TURNBULL AVENUE"," ",10473,"2","                  -  ","2","2,060","2,000",1940,1,"B3"," $380,000 ","7/12/2016",380000,2016-07-12,2000,2060
"1165",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3681,42,NA,"B2","917 OLMSTEAD AVENUE"," ",10473,"2","                  -  ","2","4,283","1,980",1920,1,"B2"," $362,000 ","10/13/2016",362000,2016-10-13,1980,4283
"1166",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3685,4,NA,"B2","836 OLMSTEAD AVENUE"," ",10473,"2","                  -  ","2","1,607","2,862",1910,1,"B2"," $10 ","1/31/2017",10,2017-01-31,2862,1607
"1169",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3687,7,NA,"B3","924 OLMSTEAD AVENUE"," ",10473,"2","                  -  ","2","2,250","2,206",1965,1,"B3"," $315,000 ","3/18/2016",315000,2016-03-18,2206,2250
"1171",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3688,52,NA,"S2","937 CASTLE HILL AVENUE"," ",10473,"2","1","3","1,257","3,360",1915,1,"S2"," $500,000 ","8/3/2016",5e+05,2016-08-03,3360,1257
"1172",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3691,1,NA,"B3","2203 TURNBULL AVENUE"," ",10473,"2","                  -  ","2","3,439","2,126",1955,1,"B3"," $385,000 ","2/1/2016",385000,2016-02-01,2126,3439
"1173",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3691,20,NA,"B2","2230 HERMANY AVENUE"," ",10473,"2","                  -  ","2","3,400","2,580",1915,1,"B2"," $375,000 ","6/15/2016",375000,2016-06-15,2580,3400
"1174",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3692,50,NA,"B2","867 HAVEMEYER AVENUE"," ",10473,"2","                  -  ","2","2,285","2,516",1920,1,"B2"," $10 ","1/18/2017",10,2017-01-18,2516,2285
"1175",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3693,23,NA,"B3","2234 QUIMBY AVENUE"," ",10473,"2","                  -  ","2","2,575","2,150",1915,1,"B3"," $346,700 ","2/18/2016",346700,2016-02-18,2150,2575
"1177",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3694,24,NA,"B3","2234 BRUCKNER BLVD"," ",10473,"2","                  -  ","2","2,575","1,385",1925,1,"B3"," $470,000 ","6/17/2016",470000,2016-06-17,1385,2575
"1182",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3700,2,NA,"B1","932 HAVEMEYER AVENUE"," ",10473,"2","                  -  ","2","2,314","2,434",1910,1,"B1"," $440,000 ","9/12/2016",440000,2016-09-12,2434,2314
"1183",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3700,7,NA,"B1","940 HAVEMEYER AVENUE"," ",10473,"2","                  -  ","2","2,338","2,434",1910,1,"B1"," $375,000 ","10/3/2016",375000,2016-10-03,2434,2338
"1185",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3733,24,NA,"B1","1064 WHITE PLAINS RD"," ",10472,"2","                  -  ","2","5,525","1,900",1920,1,"B1"," $425,000 ","8/3/2016",425000,2016-08-03,1900,5525
"1187",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3759,59,NA,"B1","1139 VIRGINIA AVENUE"," ",10472,"2","                  -  ","2","2,559","3,070",1920,1,"B1"," $60,852 ","4/2/2016",60852,2016-04-02,3070,2559
"1188",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3759,64,NA,"B1","1127 VIRGINIA AVENUE"," ",10472,"2","                  -  ","2","2,559","3,070",1920,1,"B1"," $505,000 ","2/5/2016",505000,2016-02-05,3070,2559
"1193",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3791,75,NA,"B1","1949 HAVILAND AVENUE"," ",10472,"2","                  -  ","2","2,678","1,246",1935,1,"B1"," $392,000 ","8/3/2016",392000,2016-08-03,1246,2678
"1195",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3792,23,NA,"B1","1962 GLEASON AVE"," ",10472,"2","                  -  ","2","2,678","2,500",1940,1,"B1"," $477,000 ","2/8/2016",477000,2016-02-08,2500,2678
"1196",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3792,27,NA,"B1","1970 GLEASON AVENUE"," ",10472,"2","                  -  ","2","2,300","1,890",1960,1,"B1"," $279,864 ","5/6/2016",279864,2016-05-06,1890,2300
"1197",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3792,53,NA,"B1","1989 POWELL AVENUE"," ",10472,"2","                  -  ","2","2,549","2,040",1930,1,"B1"," $530,000 ","4/28/2016",530000,2016-04-28,2040,2549
"1200",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3794,44,NA,"B1","1964 CROSS BRONX EP SR S"," ",10472,"2","                  -  ","2","1,785","3,285",1930,1,"B1"," $539,000 ","1/12/2017",539000,2017-01-12,3285,1785
"1201",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3794,87,NA,"B1","1935 ELLIS AVENUE"," ",10472,"2","                  -  ","2","3,399","2,750",1940,1,"B1"," $355,000 ","8/2/2016",355000,2016-08-02,2750,3399
"1202",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3797,30,NA,"B1","2046 CHATTERTON AVE"," ",10472,"2","                  -  ","2","3,090","3,366",1960,1,"B1"," $455,000 ","10/4/2016",455000,2016-10-04,3366,3090
"1204",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3800,70,NA,"B2","2041 WATSON AVENUE"," ",10472,"2","                  -  ","2","2,575","2,620",1930,1,"B2"," $450,000 ","2/26/2016",450000,2016-02-26,2620,2575
"1205",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3802,68,NA,"B2","2035 POWELL AVENUE"," ",10472,"2","                  -  ","2","2,575","2,160",1925,1,"B2"," $535,000 ","11/9/2016",535000,2016-11-09,2160,2575
"1206",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3802,73,NA,"B2","2027 POWELL AVE"," ",10472,"2","                  -  ","2","2,575","2,392",1925,1,"B2"," $600,000 ","12/28/2016",6e+05,2016-12-28,2392,2575
"1210",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3809,68,NA,"B1","2133 WATSON AVENUE"," ",10472,"2","                  -  ","2","2,549","2,320",1930,1,"B1"," $500,000 ","11/17/2016",5e+05,2016-11-17,2320,2549
"1212",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3815,21,NA,"B1","2226 CHATTERTON AVENUE"," ",10472,"2","                  -  ","2","2,575","2,200",1930,1,"B1"," $595,000 ","7/21/2016",595000,2016-07-21,2200,2575
"1213",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3815,63,NA,"B1","2255 BRUCKNER BLVD"," ",10472,"2","                  -  ","2","2,635","2,400",1930,1,"B1"," $425,000 ","10/13/2016",425000,2016-10-13,2400,2635
"1214",2,"CASTLE HILL/UNIONPORT","02 TWO FAMILY DWELLINGS                    ","1",3815,76,NA,"B2","2225 BRUCKNER BOULEVARD"," ",10472,"2","                  -  ","2","4,041","2,304",1910,1,"B2"," $405,000 ","2/18/2016",405000,2016-02-18,2304,4041
"1215",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3507,16,NA,"C0","430 SCREVIN AVENUE"," ",10473,"3","                  -  ","3","2,200","2,720",1965,1,"C0"," $525,000 ","8/25/2016",525000,2016-08-25,2720,2200
"1218",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3510,47,NA,"C0","439 CASTLE HILL AVENUE"," ",10473,"3","                  -  ","3","2,167","2,650",1970,1,"C0"," $399,000 ","4/22/2016",399000,2016-04-22,2650,2167
"1219",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3511,9,NA,"C0","406 CASTLE HILL AVENUE"," ",10473,"3","                  -  ","3","2,380","3,432",1988,1,"C0"," $615,000 ","8/29/2016",615000,2016-08-29,3432,2380
"1220",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3511,29,NA,"C0","446 CASTLE HILL AVENUE"," ",10473,"3","                  -  ","3","2,968","2,073",1965,1,"C0"," $525,000 ","5/26/2016",525000,2016-05-26,2073,2968
"1221",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3575,21,NA,"C0","2227 CINCINNATUS AVENUE"," ",10473,"3","                  -  ","3","2,500","3,060",2006,1,"C0"," $335,000 ","10/5/2016",335000,2016-10-05,3060,2500
"1222",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3611,38,NA,"C0","2114 VIRGIL PLACE"," ",10473,"3","                  -  ","3","2,693","3,600",1930,1,"C0"," $585,000 ","11/22/2016",585000,2016-11-22,3600,2693
"1223",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3611,41,NA,"C0","2120 VIRGIL PLACE"," ",10473,"3","                  -  ","3","2,588","3,600",1930,1,"C0"," $346,500 ","9/29/2016",346500,2016-09-29,3600,2588
"1224",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3611,41,NA,"C0","2120 VIRGIL PLACE"," ",10473,"3","                  -  ","3","2,588","3,600",1930,1,"C0"," $498,000 ","11/1/2016",498000,2016-11-01,3600,2588
"1225",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3611,42,NA,"C0","2122 VIRGIL PLACE"," ",10473,"3","                  -  ","3","2,588","3,600",1930,1,"C0"," $86,500 ","5/6/2016",86500,2016-05-06,3600,2588
"1226",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3611,43,NA,"C0","2124 VIRGIL PLACE"," ",10473,"3","                  -  ","3","2,588","3,600",1930,1,"C0"," $655,000 ","10/28/2016",655000,2016-10-28,3600,2588
"1227",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3612,34,NA,"C0","790 OLMSTEAD AVENUE"," ",10473,"3","                  -  ","3","2,834","3,720",1930,1,"C0"," $570,064 ","2/16/2016",570064,2016-02-16,3720,2834
"1229",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3678,74,NA,"C0","2011 LAFAYETTE AVENUE"," ",10473,"3","                  -  ","3","1,967","2,960",1965,1,"C0"," $388,000 ","6/22/2016",388000,2016-06-22,2960,1967
"1230",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3687,22,NA,"C0","2138 QUIMBY AVENUE"," ",10473,"3","                  -  ","3","5,124","3,050",1899,1,"C0"," $195,000 ","10/12/2016",195000,2016-10-12,3050,5124
"1232",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3699,33,NA,"C0","2350 QUIMBY AVE"," ",10473,"3","                  -  ","3","2,918","2,415",1915,1,"C0"," $275,000 ","2/11/2016",275000,2016-02-11,2415,2918
"1234",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3787,13,NA,"C0","1936 CHATTERTON AVENUE"," ",10472,"3","                  -  ","3","2,575","3,219",2008,1,"C0"," $746,000 ","12/21/2016",746000,2016-12-21,3219,2575
"1235",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3790,73,NA,"C0","1933 WATSON AVENUE"," ",10472,"3","                  -  ","3","2,575","2,156",1930,1,"C0"," $535,000 ","2/8/2016",535000,2016-02-08,2156,2575
"1238",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3793,27,NA,"C0","1960 ELLIS AVE"," ",10472,"3","                  -  ","3","2,506","2,836",1930,1,"C0"," $600,000 ","2/4/2016",6e+05,2016-02-04,2836,2506
"1242",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3806,52,NA,"C0","2167 BRUCKNER BLVD"," ",10472,"3","                  -  ","3","2,673","2,469",1901,1,"C0"," $300,000 ","1/18/2017",3e+05,2017-01-18,2469,2673
"1243",2,"CASTLE HILL/UNIONPORT","03 THREE FAMILY DWELLINGS                  ","1",3816,65,NA,"C0","2241 CHATTERTON AVE"," ",10472,"3","                  -  ","3","2,575","3,352",1901,1,"C0"," $350,000 ","5/31/2016",350000,2016-05-31,3352,2575
"1278",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5624,2,NA,"A9","86 ROCHELLE STREET"," ",10464,"1","                  -  ","1","5,515","1,400",1950,1,"A9"," $800,000 ","6/8/2016",8e+05,2016-06-08,1400,5515
"1279",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5624,4,NA,"A9","2 ROCHELLE STREET"," ",10464,"1","                  -  ","1","5,800","1,400",1970,1,"A9"," $899,000 ","5/25/2016",899000,2016-05-25,1400,5800
"1280",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5625,1,NA,"A1","90 HORTON STREET"," ",10464,"1","                  -  ","1","5,601","2,324",1910,1,"A1"," $1,030,000 ","9/14/2016",1030000,2016-09-14,2324,5601
"1281",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5625,357,NA,"A6","81 ROCHELLE STREET"," ",10464,"1","                  -  ","1","9,650","600",1935,1,"A6"," $290,000 ","11/8/2016",290000,2016-11-08,600,9650
"1282",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5626,156,NA,"A1","89 REYNOLD STREET"," ",10464,"1","                  -  ","1","4,750","1,578",1925,1,"A1"," $512,000 ","11/29/2016",512000,2016-11-29,1578,4750
"1283",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5626,162,NA,"A2","71 REYNOLDS STREET"," ",10464,"1","                  -  ","1","4,750","2,800",1950,1,"A2"," $300,000 ","2/19/2016",3e+05,2016-02-19,2800,4750
"1284",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5626,255,NA,"A1","30 EARLEY STREET"," ",10464,"1","                  -  ","1","5,700","2,206",1980,1,"A1"," $950,000 ","4/21/2016",950000,2016-04-21,2206,5700
"1287",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5626,372,NA,"A2","85 WINTERS STREET"," ",10464,"1","                  -  ","1","4,821","2,100",1940,1,"A2"," $522,500 ","11/29/2016",522500,2016-11-29,2100,4821
"1288",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5627,101,NA,"S1","239 CITY ISLAND AVENUE"," ",10464,"1","1","2","2,196","2,552",1900,1,"S1"," $210,000 ","3/3/2016",210000,2016-03-03,2552,2196
"1289",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5629,30,NA,"A2","48 FORDHAM STREET"," ",10464,"1","                  -  ","1","2,504","1,026",1925,1,"A2"," $367,000 ","3/18/2016",367000,2016-03-18,1026,2504
"1290",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5629,218,NA,"A5","96 HAWKINS STREET"," ",10464,"1","                  -  ","1","2,513","1,782",1965,1,"A5"," $475,000 ","6/1/2016",475000,2016-06-01,1782,2513
"1291",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5630,50,NA,"A1","93 HAWKINS STREET"," ",10464,"1","                  -  ","1","5,000","1,738",1920,1,"A1"," $450,000 ","2/8/2016",450000,2016-02-08,1738,5000
"1292",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5632,100,NA,"A2","60 TIER STREET"," ",10464,"1","                  -  ","1","1,800","636",1940,1,"A2"," $299,000 ","10/11/2016",299000,2016-10-11,636,1800
"1293",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5633,162,NA,"A2","75 TIER STREET"," ",10464,"1","                  -  ","1","4,378","1,176",1950,1,"A2"," $299,999 ","5/20/2016",299999,2016-05-20,1176,4378
"1294",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5634,71,NA,"A2","75 DITMARS STREET"," ",10464,"1","                  -  ","1","7,500","1,944",1965,1,"A2"," $914,000 ","10/24/2016",914000,2016-10-24,1944,7500
"1295",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5635,103,NA,"A6","569 MINNIEFORD AVENUE"," ",10464,"1","                  -  ","1","2,500","784",1950,1,"A6"," $205,000 ","8/18/2016",205000,2016-08-18,784,2500
"1296",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5639,20,NA,"A2","162 MARINE STREET"," ",10464,"1","                  -  ","1","2,502","780",1920,1,"A2"," $180,000 ","4/4/2016",180000,2016-04-04,780,2502
"1298",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5641,322,NA,"A1","176 SCHOFIELD STREET"," ",10464,"1","                  -  ","1","5,000","1,827",1925,1,"A1"," $565,000 ","12/22/2016",565000,2016-12-22,1827,5000
"1299",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5642,112,NA,"A1","179 SCHOFIELD STREET"," ",10464,"1","                  -  ","1","6,136","1,832",1925,1,"A1"," $375,000 ","7/26/2016",375000,2016-07-26,1832,6136
"1301",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5643,188,NA,"A5","277 FORDHAM PLACE"," ",10464,"1","                  -  ","1","2,570","1,791",1970,1,"A5"," $372,500 ","2/23/2016",372500,2016-02-23,1791,2570
"1302",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5644,180,NA,"A2","164 DITMARS STREET"," ",10464,"1","                  -  ","1","5,225","1,040",1925,1,"A2"," $500,000 ","9/7/2016",5e+05,2016-09-07,1040,5225
"1303",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5644,271,NA,"A2","314 KING AVE"," ",10464,"1","                  -  ","1","2,600","700",1925,1,"A2"," $397,000 ","12/13/2016",397000,2016-12-13,700,2600
"1304",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5644,272,NA,"A2","316 KING AVENUE"," ",10464,"1","                  -  ","1","2,600","844",1925,1,"A2"," $330,000 ","7/12/2016",330000,2016-07-12,844,2600
"1307",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5645,151,NA,"A2","205 KIRBY STREET"," ",10464,"1","                  -  ","1","3,600","1,323",1950,1,"A2"," $415,000 ","12/27/2016",415000,2016-12-27,1323,3600
"1308",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5645,293,NA,"A1","229 DITMARS STREET"," ",10464,"1","                  -  ","1","2,467","2,142",1970,1,"A1"," $315,000 ","2/29/2016",315000,2016-02-29,2142,2467
"1309",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5646,27,NA,"A1","469 MINNIEFORD AVENUE"," ",10464,"1","                  -  ","1","5,000","1,331",1930,1,"A1"," $530,000 ","6/22/2016",530000,2016-06-22,1331,5000
"1310",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5646,32,NA,"A2","461D MINNIEFORD AVENUE"," ",10464,"1","                  -  ","1","1,470","589",1925,1,"A2"," $157,261 ","6/6/2016",157261,2016-06-06,589,1470
"1311",2,"CITY ISLAND","01 ONE FAMILY DWELLINGS                    ","1",5646,95,NA,"A1","453 KING AVENUE"," ",10464,"1","                  -  ","1","5,000","2,527",1920,1,"A1"," $425,000 ","10/11/2016",425000,2016-10-11,2527,5000
